i21,nis,is_presence,nps,nps_presence,gc,pop,latitude,longitude,county,state,e_dist,std_nis,std_nps,std_gc,std_pop
1,1,1,0,0,41,545724,40.041992,-76.250198,lancaster,PA,7417.4538183672685,0.17203865082619663,-0.6628472209944458,3.07440483196033,0.6301196630651357
1,2,1,1,1,26,827370,39.443167,-76.616569,baltimore,MD,7425.86206832165,1.3619726523740565,0.36549519662310564,1.4383142075574187,1.311148844583298
1,2,1,1,1,20,209674,41.44025,-75.609587,lackawanna,PA,7434.10396637307,1.3619726523740565,0.36549519662310564,0.7838779577962541,-0.1824601585875007
0,0,0,4,1,19,705749,38.904149,-77.017094,washington dc,DC,7445.165577619036,-1.0178953507216633,3.45052244947576,0.6748052495027268,1.017065313890796
0,0,0,1,1,2,159428,38.818343,-77.082026,alexandria city,VA,7448.502485530325,-1.0178953507216633,0.36549519662310564,-1.1794307914872393,-0.3039566195866329
0,1,1,3,1,4,236842,38.878337,-77.100703,arlington,VA,7456.043490979777,0.17203865082619663,2.4221800318582085,-0.9612853749001844,-0.11676705162526645
1,2,1,0,0,12,325690,39.252264,-76.924406,howard,MD,7458.104467578532,1.3619726523740565,-0.6628472209944458,-0.0887037085519651,0.0980702999420403
1,1,1,0,0,8,141359,40.70369,-76.2178,schuylkill,PA,7465.9434164561,0.17203865082619663,-0.6628472209944458,-0.5249945417260747,-0.34764804883061884
1,2,1,0,0,31,317417,41.172787,-75.976035,luzerne,PA,7467.556283668593,1.3619726523740565,-0.6628472209944458,1.9836777490250557,0.07806591706885994
1,3,1,1,1,17,141793,40.367344,-76.458009,lebanon,PA,7475.349601858417,2.5519066539219164,0.36549519662310564,0.45665983291567197,-0.34659862272558317
0,1,1,2,1,11,152882,38.418933,-77.459043,stafford,VA,7475.917755334337,0.17203865082619663,1.3938376142406572,-0.19777641684549252,-0.3197850603321712
0,2,1,2,1,30,1147532,38.833743,-77.276117,fairfax,VA,7479.657853987737,1.3619726523740565,1.3938376142406572,1.8746050407315282,2.0853109658746276
1,2,1,0,0,30,449058,39.921839,-76.728446,york,PA,7481.007654716838,1.3619726523740565,-0.6628472209944458,1.8746050407315282,0.3963781334121859
0,0,0,2,1,23,1050688,39.137382,-77.203063,montgomery,MD,7492.047606395893,-1.0178953507216633,1.3938376142406572,1.1110960826768363,1.8511390264366634
0,1,1,0,0,4,40328,41.819665,-75.800969,susquehanna,PA,7494.671282051185,0.17203865082619663,-0.6628472209944458,-0.9612853749001844,-0.5919442903464275
1,1,1,0,0,17,168447,39.563189,-77.015512,carroll,MD,7496.635012471866,0.17203865082619663,-0.6628472209944458,0.45665983291567197,-0.2821483844683912
1,2,1,2,1,23,470335,38.702332,-77.478887,prince william,VA,7500.848432996992,1.3619726523740565,1.3938376142406572,1.1110960826768363,0.4478266109164357
0,0,0,0,0,1,17478,38.768991,-77.448681,manassas park city,VA,7501.332851797841,-1.0178953507216633,-0.6628472209944458,-1.2885034997807665,-0.6471963329733067
0,0,0,0,0,3,26794,41.525137,-76.00878,wyoming,PA,7501.671639957169,-1.0178953507216633,-0.6628472209944458,-1.0703580831937118,-0.6246699422025406
0,0,0,0,0,4,41085,38.747561,-77.484727,manassas city,VA,7505.256401713252,-1.0178953507216633,-0.6628472209944458,-0.9612853749001844,-0.5901138397438652
0,1,1,0,0,5,47207,42.489732,-75.604905,chenango,NY,7521.4789854908495,0.17203865082619663,-0.6628472209944458,-0.852212666606657,-0.5753106447783618
1,1,1,0,0,15,64964,41.045517,-76.40426,columbia,PA,7522.345411944888,0.17203865082619663,-0.6628472209944458,0.23851441632861714,-0.5323736416744015
1,3,1,0,0,13,190488,42.161977,-75.830291,broome,NY,7527.86533769321,2.5519066539219164,-0.6628472209944458,0.02036899974156231,-0.22885253013407855
1,3,1,1,1,15,278299,40.412565,-76.792634,dauphin,PA,7530.284046537182,2.5519066539219164,0.36549519662310564,0.23851441632861714,-0.01652267826935707
1,1,1,3,1,16,259547,39.470427,-77.397627,frederick,MD,7548.307272793459,0.17203865082619663,2.4221800318582085,0.34758712462214453,-0.061865623710899216
0,0,0,1,1,12,103009,39.869471,-77.21773,adams,PA,7552.152544172741,-1.0178953507216633,0.36549519662310564,-0.0887037085519651,-0.44037959520877273
1,1,1,0,0,6,90843,40.851524,-76.709877,northumberland,PA,7553.252242477705,0.17203865082619663,-0.6628472209944458,-0.7431399583131295,-0.4697973786047732
0,0,0,2,1,26,413538,39.08113,-77.638857,loudoun,VA,7555.126838343349,-1.0178953507216633,1.3938376142406572,1.4383142075574187,0.3104896190092648
0,1,1,1,1,9,71222,38.744103,-77.821585,fauquier,VA,7557.304609186834,0.17203865082619663,0.36549519662310564,-0.41592183343254735,-0.5172415942888868
0,0,0,0,0,8,52605,38.48593,-77.956476,culpeper,VA,7558.378958303476,-1.0178953507216633,-0.6628472209944458,-0.5249945417260747,-0.5622581053429179
1,1,1,0,0,4,18230,41.029261,-76.665259,montour,PA,7560.962195743203,0.17203865082619663,-0.6628472209944458,-0.9612853749001844,-0.6453779725332448
0,0,0,0,0,2,6066,41.43979,-76.511525,sullivan,PA,7571.269653069726,-1.0178953507216633,-0.6628472209944458,-1.1794307914872393,-0.6747909198642452
1,2,1,1,1,21,253370,40.164782,-77.26344,cumberland,PA,7582.848873741124,1.3619726523740565,0.36549519662310564,0.8929506660897816,-0.0768018104639072
0,0,0,0,0,4,60323,41.791495,-76.502124,bradford,PA,7599.1040308464,-1.0178953507216633,-0.6628472209944458,-0.9612853749001844,-0.5435957305072832
0,0,0,0,0,3,48203,42.178057,-76.29745,tioga,NY,7600.2893687977485,-1.0178953507216633,-0.6628472209944458,-1.0703580831937118,-0.5729022844082798
0,0,0,0,0,8,40372,40.755348,-77.072954,snyder,PA,7601.238628887219,-1.0178953507216633,-0.6628472209944458,-0.5249945417260747,-0.5918378969164239
0,1,1,0,0,4,47581,42.593824,-76.076265,cortland,NY,7601.831939293202,0.17203865082619663,-0.6628472209944458,-0.9612853749001844,-0.5744063006233311
1,0,0,1,1,8,46272,40.39778,-77.266328,perry,PA,7602.066071531984,-1.0178953507216633,0.36549519662310564,-0.5249945417260747,-0.5775715051659387
0,0,0,2,1,3,13261,38.412059,-78.276961,madison,VA,7602.768900015002,-1.0178953507216633,1.3938376142406572,-1.0703580831937118,-0.6573931760261534
0,0,0,2,1,0,7370,38.684522,-78.168824,rappahannock,VA,7606.85728791146,-1.0178953507216633,1.3938376142406572,-1.397576208074294,-0.671637805484138
1,0,0,3,1,9,57146,39.307399,-77.86322,jefferson,WV,7607.7526449136,-1.0178953507216633,2.4221800318582085,-0.41592183343254735,-0.5512778197600444
1,0,0,1,1,2,14619,39.115931,-77.992004,clarke,VA,7612.808745932776,-1.0178953507216633,0.36549519662310564,-1.1794307914872393,-0.6541094878910418
0,1,1,0,0,9,44923,40.962179,-77.055475,union,PA,7615.446335903666,0.17203865082619663,-0.6628472209944458,-0.41592183343254735,-0.5808334310085497
1,2,1,5,1,10,151049,39.603621,-77.814671,washington,MD,7623.569819149883,1.3619726523740565,4.4788648670933116,-0.3068491251390199,-0.32421731390482195
0,0,0,2,1,6,19819,38.297981,-78.470163,greene,VA,7624.30182992293,-1.0178953507216633,1.3938376142406572,-0.7431399583131295,-0.6415357188906141
1,2,1,3,1,6,40164,38.908187,-78.207131,warren,VA,7630.20235487813,1.3619726523740565,2.4221800318582085,-0.7431399583131295,-0.592340847676441
1,0,0,0,0,3,24763,40.530673,-77.400438,juniata,PA,7633.563256424773,-1.0178953507216633,-0.6628472209944458,-1.0703580831937118,-0.6295809662102075
1,2,1,1,1,7,155027,39.926686,-77.724485,franklin,PA,7635.2358234578205,1.3619726523740565,0.36549519662310564,-0.6340672500196022,-0.3145983806194948
1,1,1,0,0,11,119171,39.457854,-78.032338,berkeley,WV,7645.968016031558,0.17203865082619663,-0.6628472209944458,-0.19777641684549252,-0.4012993539424436
0,1,1,0,0,5,28078,39.173869,-78.176356,winchester city,VA,7646.134649867898,0.17203865082619663,-0.6628472209944458,-0.852212666606657,-0.6215651884724349
0,0,0,0,0,15,113299,41.343624,-77.055253,lycoming,PA,7646.807260347384,-1.0178953507216633,-0.6628472209944458,0.23851441632861714,-0.41549804078292646
1,0,0,0,0,7,102180,42.453281,-76.473712,tompkins,NY,7650.509694723905,-1.0178953507216633,-0.6628472209944458,-0.6340672500196022,-0.44238414415134086
1,0,0,2,1,4,23902,38.623751,-78.490471,page,VA,7652.548179111842,-1.0178953507216633,1.3938376142406572,-0.9612853749001844,-0.6316628921927784
1,1,1,1,1,8,89313,39.203637,-78.263916,frederick,VA,7662.165701682824,0.17203865082619663,0.36549519662310564,-0.5249945417260747,-0.47349696832989907
0,1,1,0,0,8,83456,42.155281,-76.747179,chemung,NY,7667.197200647002,0.17203865082619663,-0.6628472209944458,-0.5249945417260747,-0.4876593846828807
1,0,0,0,0,6,46138,40.61189,-77.620661,mifflin,PA,7674.2926234490205,-1.0178953507216633,-0.6628472209944458,-0.7431399583131295,-0.5778955215209497
1,1,1,1,1,11,43616,38.856204,-78.573987,shenandoah,VA,7683.676022365786,0.17203865082619663,0.36549519662310564,-0.19777641684549252,-0.5839937994861572
0,0,0,1,1,1,17884,39.554835,-78.257314,morgan,WV,7688.792166371819,-1.0178953507216633,0.36549519662310564,-1.2885034997807665,-0.6462146117782733
0,1,1,0,0,6,14530,39.910751,-78.122617,fulton,PA,7696.011332312691,0.17203865082619663,-0.6628472209944458,-0.7431399583131295,-0.6543246927835491
0,1,1,0,0,6,53016,38.436013,-78.874197,harrisonburg city,VA,7698.466047730977,0.17203865082619663,-0.6628472209944458,-0.7431399583131295,-0.561264293985384
0,1,1,2,1,8,81948,38.511257,-78.876307,rockingham,VA,7704.588721678298,0.17203865082619663,1.3938376142406572,-0.5249945417260747,-0.49130577769300476
1,0,0,0,0,2,45144,40.422321,-77.968584,huntingdon,PA,7713.0641259920985,-1.0178953507216633,-0.6628472209944458,-1.1794307914872393,-0.5802990458260314
0,0,0,0,0,6,40591,41.766859,-77.257288,tioga,PA,7713.159059840825,-1.0178953507216633,-0.6628472209944458,-0.7431399583131295,-0.5913083477989058
0,0,0,0,0,4,17807,42.419776,-76.938604,schuyler,NY,7718.986181358991,-1.0178953507216633,-0.6628472209944458,-0.9612853749001844,-0.6464008002807796
0,0,0,0,0,2,23175,39.31214,-78.611989,hampshire,WV,7725.289165915719,-1.0178953507216633,-0.6628472209944458,-1.1794307914872393,-0.6334208018203382
0,1,1,0,0,6,38632,41.245301,-77.649141,clinton,PA,7730.563952618482,0.17203865082619663,-0.6628472209944458,-0.7431399583131295,-0.596045273466567
0,2,1,0,0,15,162385,40.90916,-77.84783,centre,PA,7733.8440076145,1.3619726523740565,-0.6628472209944458,0.23851441632861714,-0.2968064974838897
0,0,0,0,0,4,13776,39.010818,-78.843641,hardy,WV,7738.163647166006,-1.0178953507216633,-0.6628472209944458,-0.9612853749001844,-0.6561478892886111
0,3,1,0,0,7,47888,39.997115,-78.48998,bedford,PA,7760.446168723625,2.5519066539219164,-0.6628472209944458,-0.6340672500196022,-0.5736639646458058
0,1,1,1,1,7,70416,39.612309,-78.703108,allegany,MD,7763.314233171145,0.17203865082619663,0.36549519662310564,-0.6340672500196022,-0.5191905284839531
1,1,1,1,1,18,121829,40.497926,-78.31064,blair,PA,7772.638347511077,0.17203865082619663,0.36549519662310564,0.5657325412091994,-0.39487222355722496
0,2,1,0,0,11,95379,42.266725,-77.385525,steuben,NY,7774.99552175125,1.3619726523740565,-0.6628472209944458,-0.19777641684549252,-0.4588291831844002
1,0,0,0,0,3,26868,39.405626,-78.956581,mineral,WV,7786.945043661437,-1.0178953507216633,-0.6628472209944458,-1.0703580831937118,-0.6244910077975344
0,0,0,0,0,0,11616,39.105988,-79.195064,grant,WV,7801.1364594202405,-1.0178953507216633,-0.6628472209944458,-1.397576208074294,-0.6613708394887887
0,0,0,0,0,2,16526,41.748222,-77.894735,potter,PA,7810.503780881509,-1.0178953507216633,-0.6628472209944458,-1.1794307914872393,-0.6494982999133849
1,0,0,0,0,1,4447,41.438289,-78.198315,cameron,PA,7832.108264086745,-1.0178953507216633,-0.6628472209944458,-1.2885034997807665,-0.6787057144818783
1,0,0,2,1,9,130192,40.494127,-78.715284,cambria,PA,7835.870256692784,-1.0178953507216633,1.3938376142406572,-0.41592183343254735,-0.37465021775903723
0,1,1,0,0,17,79255,41.000249,-78.473749,clearfield,PA,7839.149700177002,0.17203865082619663,-0.6628472209944458,0.45665983291567197,-0.4978175392157262
0,1,1,1,1,17,73447,39.981297,-79.028486,somerset,PA,7844.005709254405,0.17203865082619663,0.36549519662310564,0.45665983291567197,-0.5118614719762039
0,1,1,0,0,11,29235,39.529871,-79.269416,garrett,MD,7846.2510142576975,0.17203865082619663,-0.6628472209944458,-0.19777641684549252,-0.6187675248698398
0,0,0,0,0,2,6982,39.111175,-79.559968,tucker,WV,7859.472518041649,-1.0178953507216633,-0.6628472209944458,-1.1794307914872393,-0.6725760020941699
0,1,1,0,0,3,46091,42.247894,-78.026176,allegany,NY,7872.9686886182135,0.17203865082619663,-0.6628472209944458,-1.0703580831937118,-0.5780091690484536
0,0,0,0,0,5,29910,41.427334,-78.653938,elk,PA,7902.6659652554,-1.0178953507216633,-0.6628472209944458,-0.852212666606657,-0.6171353529322843
0,1,1,0,0,4,33432,39.46903,-79.668865,preston,WV,7904.932379529124,0.17203865082619663,-0.6628472209944458,-0.9612853749001844,-0.6086190424669946
0,0,0,0,0,8,84073,40.651432,-79.087545,indiana,PA,7907.378697777649,-1.0178953507216633,-0.6628472209944458,-0.5249945417260747,-0.48616745863033
0,0,0,0,0,4,40625,41.81459,-78.572463,mckean,PA,7922.091878754469,-1.0178953507216633,-0.6628472209944458,-0.9612853749001844,-0.5912261346939031
0,1,1,0,0,6,43425,41.130287,-78.999044,jefferson,PA,7932.549461616305,0.17203865082619663,-0.6628472209944458,-0.7431399583131295,-0.5844556436936729
0,0,0,2,1,21,129274,39.914115,-79.644586,fayette,PA,7936.396655344622,-1.0178953507216633,1.3938376142406572,0.8929506660897816,-0.37686997159411273
1,2,1,0,0,26,348899,40.311068,-79.466688,westmoreland,PA,7939.936704989968,1.3619726523740565,-0.6628472209944458,1.4383142075574187,0.154190416236449
0,0,0,0,0,9,64735,40.812379,-79.464128,armstrong,PA,7980.197918440025,-1.0178953507216633,-0.6628472209944458,-0.41592183343254735,-0.5329273711169203
0,2,1,0,0,7,105612,39.633645,-80.059074,monongalia,WV,7980.2811457235,1.3619726523740565,-0.6628472209944458,-0.6340672500196022,-0.43408545661105863
0,1,1,0,0,5,38438,41.198239,-79.420404,clarion,PA,8004.895468224338,0.17203865082619663,-0.6628472209944458,-0.852212666606657,-0.596514371771583
0,1,1,0,0,2,36870,39.848983,-80.225694,greene,PA,8024.103423915925,0.17203865082619663,-0.6628472209944458,-1.1794307914872393,-0.600305846731712
1,2,1,0,0,18,1216000,40.46892,-79.98092,allegheny,PA,8034.6810500127995,1.3619726523740565,-0.6628472209944458,0.5657325412091994,2.2508688150902585
0,2,1,0,0,13,206865,40.200005,-80.252132,washington,PA,8056.445092545449,1.3619726523740565,-0.6628472209944458,0.02036899974156231,-0.18925241188023173
0,3,1,0,0,15,187853,40.913834,-79.91896,butler,PA,8060.981980061156,2.5519066539219164,-0.6628472209944458,0.23851441632861714,-0.23522404577179523
0,0,0,0,0,4,30531,39.854717,-80.671378,marshall,WV,8096.269695568974,-1.0178953507216633,-0.6628472209944458,-0.9612853749001844,-0.6156337547497333
0,1,1,0,0,16,41411,40.098932,-80.620728,ohio,WV,8107.626130790608,0.17203865082619663,-0.6628472209944458,0.34758712462214453,-0.5893255611488385
1,1,1,0,0,12,163929,40.68414,-80.350721,beaver,PA,8111.43761275944,0.17203865082619663,-0.6628472209944458,-0.0887037085519651,-0.2930730553037627
0,0,0,0,0,2,21939,40.272645,-80.578691,brooke,WV,8114.811378569508,-1.0178953507216633,-0.6628472209944458,-1.1794307914872393,-0.6364094899904398
0,0,0,0,0,5,28810,40.516931,-80.570057,hancock,WV,8133.155782642011,-1.0178953507216633,-0.6628472209944458,-0.852212666606657,-0.6197951886823747
0,2,1,0,0,14,85512,40.992735,-80.334446,lawrence,PA,8134.0275369071405,1.3619726523740565,-0.6628472209944458,0.12944170803508973,-0.48268790986271165
1,0,0,0,0,9,65325,40.399188,-80.76141,jefferson,OH,8154.499736247444,-1.0178953507216633,-0.6628472209944458,-0.41592183343254735,-0.5315007319418718
0,0,0,0,0,8,101883,40.768462,-80.777231,columbiana,OH,8187.028541872805,-1.0178953507216633,-0.6628472209944458,-0.5249945417260747,-0.44310229980386534
