fips,county,state,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,long,lat,group,county_fips
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.047965,42.557929,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.033665,42.567991,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.048247,42.579306,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.036502,42.587723,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.022851,42.584894,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.006162,42.598801,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.029396,42.603324,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.997545,42.615524,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.976439,42.638013,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.968757,42.662803,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.956334,42.667322,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.954964,42.862754,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.95553,42.905861,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.93523,42.905261,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.934234,42.94558,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.911413,42.945064,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.909832,42.987762,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.730957,42.988372,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.720748,42.979193,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.732378,42.945285,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.759052,42.940462,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.635022,42.944464,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.580377,42.943963,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.560566,42.921432,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.560487,42.900056,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.549366,42.879072,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.551926,42.854064,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.587997,42.854011,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.588217,42.762964,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.61167,42.763169,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.598815,42.671965,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.486875,42.670279,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.489908,42.646326,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.490889,42.577288,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.659917,42.580409,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.661315,42.535067,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.720617,42.535066,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.722964,42.471216,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.840231,42.474576,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-77.840901,42.517767,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.043418,42.518464,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.038261,42.521522,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.049129,42.538756,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.060617,42.532814,36051.1,36051
36051,livingston,ny,0,0,0,0.001,0.001,0.001,0.007,0.026,0.062,0.17,0.308,0.489,-78.049163,42.54417,36051.1,36051
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.993394,43.183376,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.989569,43.184866,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.933138,43.176688,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.925365,43.161708,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.884275,43.155562,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.868099,43.146699,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.839993,43.160513,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.797959,43.158985,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.768787,43.169895,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.752527,43.158722,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.723929,43.162596,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.707357,43.137962,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.678197,43.126897,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.669701,43.115183,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.653103,43.114111,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.639276,43.09709,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.641752,43.081908,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.599496,43.0614,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.607239,43.054208,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.596879,43.035399,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.552774,43.037554,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.542803,42.931774,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.444173,42.933089,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.437167,42.863319,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.247963,42.871604,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.2448,42.868633,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.247524,42.864713,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.246614,42.844521,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.239547,42.834233,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.253242,42.795703,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.251416,42.784565,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.273156,42.772487,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.280061,42.754546,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.295877,42.744106,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.427988,42.738111,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.428668,42.745421,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.889832,42.723844,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.896079,42.790964,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.917189,43.085779,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.974788,43.090591,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.976396,43.103038,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.950287,43.132551,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.967318,43.134819,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.971235,43.154639,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.977068,43.157646,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.97438,43.163175,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.97788,43.164591,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.982668,43.173631,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.990028,43.171527,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.992635,43.173849,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.989672,43.179591,36053.1,36053
36053,madison,ny,0,0,0.001,0.002,0.013,0.026,0.049,0.097,0.176,0.264,0.399,0.556,-75.993394,43.183376,36053.1,36053
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.996899,43.219521,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.996543,43.254769,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.995698,43.284963,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.99559132,43.36529346,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.994838,43.365259,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.976438,43.369159,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.965238,43.368059,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.952937,43.36346,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.922736,43.35696,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.904836,43.35696,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.875335,43.34966,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.816533,43.34356,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.80886922,43.34207822,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.797381,43.339857,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.785132,43.339261,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.760231,43.341161,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.756931,43.337361,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.73063,43.330161,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.714129,43.323561,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.701429,43.308261,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.660359,43.282998,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.653759,43.279484,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.628315,43.271303,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.577223,43.243263,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.551022,43.235763,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.534184,43.234569,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.50092,43.250363,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.476642,43.254522,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.436831,43.265701,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.414516,43.269263,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.391015,43.276363,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.37603788,43.27765242,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.371478,43.034696,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.485418,43.034564,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.482517,42.943164,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.580377,42.943963,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.635022,42.944464,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.759052,42.940462,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.732378,42.945285,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.720748,42.979193,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.730957,42.988372,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.909832,42.987762,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.90754,43.002859,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.904121,43.037056,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.951044,43.039544,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.905934,43.133561,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.99729,43.132981,36055.1,36055
36055,monroe,ny,0,0,0,0,0.004,0.008,0.018,0.042,0.084,0.153,0.26,0.407,-77.996899,43.219521,36055.1,36055
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.740093,42.998315,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.743805,43.030741,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.759895,43.047423,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.542367,42.98553,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.488844,42.985118,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.097467,42.982934,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.096897,42.979378,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.09298,42.955868,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.083883,42.897354,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.256829,42.812214,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.263314,42.796534,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.289446,42.783805,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.411384,42.77649,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.454911,42.772979,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.562477,42.812916,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.648298,42.829558,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.763303,42.863237,36057.1,36057
36057,montgomery,ny,0,0,0,0,0.002,0.004,0.008,0.024,0.064,0.121,0.218,0.375,-74.740093,42.998315,36057.1,36057
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.768301,40.800797,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.754032,40.820941,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.7544,40.826837,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.728275,40.8529,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.726675,40.8568,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.730675,40.8654,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.729575,40.8665,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.713674,40.870099,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.675573,40.856999,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.655872,40.863899,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.654372,40.878199,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.641072,40.892599,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.633771,40.898198,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.626972,40.899397,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.617571,40.897898,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.60187,40.902798,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.59517,40.907298,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.569969,40.915398,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.566169,40.915798,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.548068,40.908698,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.519267,40.914298,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.514999,40.912821,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.499941,40.918166,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.49706147,40.92280083,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.477307,40.89925,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.476079,40.877111,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.462259,40.86671,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.4385,40.751311,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.436006,40.739458,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.423253,40.67092,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.42380501,40.60984982,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.48490147,40.59782451,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.507325,40.593411,36059.1,36059
36059,nassau,ny,0,0,0,0.007,0.034,0.105,0.232,0.397,0.604,0.784,0.891,0.952,-73.559093,40.582027,36059.1,36059
